1,2367.768847
2,2367.235047
3,2368.564162
4,2366.757648
5,2368.010794
6,2367.516718
7,2367.838116
8,2367.932250
9,2367.392019
10,2368.124803
11,2367.880180
12,2368.559922
13,2368.541419
14,2369.171610
15,2368.725937
16,2367.547875
17,2368.809637
18,2368.242460
19,2368.857394
20,2368.244491
21,2368.556292
22,2367.826033
23,2368.065761
24,2369.191520
25,2368.730068
26,2369.167944
27,2368.144857
28,2368.803394
29,2368.640866
30,2369.615834
31,2368.939971
32,2367.619018
33,2369.026081
34,2368.730171
35,2368.983501
36,2369.180132
37,2368.780516
38,2369.034035
39,2368.795740
40,2368.692239
41,2369.329066
42,2368.436790
43,2368.980203
44,2368.853672
45,2369.536917
46,2369.063341
47,2369.658575
48,2369.480107
49,2369.320451
50,2369.850996
51,2369.583395
52,2370.326702
53,2369.540896
54,2370.652651
55,2369.127007
56,2369.260161
57,2369.355898
58,2369.717438
59,2372.752078
60,2372.368198
61,2372.127982
62,2369.175665
63,2369.340638
64,2369.718144
65,2370.048823
66,2370.366266
67,2370.818120
68,2373.070020
69,2376.501478
70,2372.799035
71,2374.799814
72,2372.592462
73,2375.896982
74,2370.590539
75,2372.186949
76,2370.122028
77,2370.485726
78,2370.452194
79,2373.231225
80,2372.602146
