1,2531.3884359
2,2573.19977385
3,2572.6880374999996
4,2567.01308545
5,2529.4067802000004
6,2559.18431065
7,2579.5879053
8,2576.5284217
9,2587.8249059
10,2564.5344723
11,2592.3870444
12,2570.1879317999997
13,2584.8152484499997
14,2563.5287758
15,2586.5806327500004
16,2590.0062099499996
17,2580.0690359500004
18,2573.2008499999997
19,2618.1012137999996
20,2574.4239555500003
21,2576.73696995
22,2551.908068099999
23,2603.5007901
24,2565.5651578
25,2581.7471727000006
26,2570.6318
27,2579.32533325
28,2602.3391966499994
29,2595.2153694
30,2603.8197370499993
31,2595.00172845
32,2597.7484204
33,2567.4128496999997
34,2577.83395795
35,2603.0079958
36,2615.43150995
37,2614.44795495
38,2567.4412139999995
39,2610.66710975
40,2622.9088797
41,2592.43104055
42,2590.09947405
43,2597.32792305
44,2611.54126385
45,2599.2132418000006
46,2598.4539629
47,2626.3807324
48,2562.9621190999997
49,2625.1318395999997
50,2594.34924815
51,2597.0464581999995
52,2623.521323
53,2585.1603944499993
54,2601.7024843
55,2618.873084499999
56,2602.53828855
57,2622.333165300001
58,2608.2320621999997
59,2601.0285555
60,2578.39595095
61,2614.14495085
62,2629.5628894500005
63,2634.60485885
64,2628.5460783000008
65,2619.4008442500003
66,2608.8228888500003
67,2621.2709423999995
68,2614.5907
69,2651.4688533999997
70,2622.4360709000002
71,2634.9277599
72,2603.8446464999997
73,2606.4535208000007
74,2601.5476565
75,2642.3914647499996
76,2610.8145097
77,2627.0780368000005
78,2652.27880515
79,2630.1833484
80,2633.6609613000005
