4,5503.59487285
5,5706.42015835
6,4964.372519249999
7,5133.826516949999
8,4721.1924018499985
9,4839.8534643
10,4666.305326749999
11,4718.6352818000005
12,4659.0454693500005
13,4647.964114
14,4590.257850099999
15,4581.054975749999
16,4569.746660549999
17,4563.650027600001
18,4536.10381925
19,4554.936593199999
20,4552.049612150001
21,4548.72854275
22,4511.71864775
23,4547.476528950001
24,4536.614209999999
25,4544.095851600001
26,4556.878979349999
27,4542.44860135
28,4541.00583795
29,4538.3705941
30,4555.086255249999
31,4557.090981800001
32,4537.65720195
33,4547.39359795
34,4536.204125099999
35,4534.363952049999
36,4535.903793799999
37,4543.00842145
38,4533.3355293
39,4547.210817900001
40,4552.7057942500005
41,4520.4465698
42,4530.635230450001
43,4541.64344765
44,4534.709612299999
45,4551.095789
46,4547.557131
47,4516.1392287
48,4540.3751262
49,4535.641307100001
50,4555.154339749999
51,4531.65747845
52,4517.2938439
53,4548.9222313
54,4509.00518655
55,4516.072168050001
56,4512.651320499999
57,4525.7671958500005
58,4532.0346009
59,4521.9759195
60,4526.87703335
61,4515.5215087
62,4529.2077776
63,4525.174688100001
64,4507.8320671
65,4528.6737118
66,4533.14950125
67,4537.65374555
68,4514.32128805
69,4552.315788500001
70,4529.716253799999
71,4518.489198450001
72,4524.55573275
73,4512.520166849999
74,4532.5271444
75,4522.78467865
76,4512.493145400002
77,4537.21916775
78,4540.8354506999995
79,4528.953694499999
80,4544.00623745
