1,2193.139558
2,2192.804401
3,2192.993020
4,2193.054821
5,2192.907197
6,2193.123266
7,2192.697096
8,2193.282531
9,2192.352869
10,2193.528313
11,2192.880686
12,2193.115566
13,2193.114230
14,2193.098443
15,2194.554356
16,2191.874353
17,2192.983232
18,2193.721215
19,2194.348264
20,2193.114130
21,2193.738312
22,2192.917585
23,2193.325859
24,2193.591703
25,2193.776448
26,2193.312927
27,2193.979717
28,2193.293398
29,2193.605297
30,2193.376743
31,2194.286470
32,2192.108252
33,2194.176297
34,2194.204279
35,2192.614487
36,2192.813585
37,2193.352220
38,2193.741338
39,2193.300459
40,2194.198505
41,2193.764570
42,2194.253709
43,2193.564152
44,2192.811349
45,2192.949201
46,2193.332474
47,2193.353418
48,2193.625440
49,2194.196987
50,2195.084503
51,2193.932084
52,2193.247930
53,2194.253151
54,2193.346715
55,2194.425907
56,2194.124080
57,2194.725663
58,2194.791437
59,2194.285745
60,2193.792156
