1,982.4320579500002
2,983.26884095
3,982.30131245
4,982.4621428000004
5,982.3912349
6,982.5497473000001
7,982.3621494500003
8,982.4225024
9,982.4284117000001
10,982.4509685500001
11,982.3184551500001
12,982.7034336
13,982.4051407999999
14,982.8048395000002
15,982.4113745999999
16,982.4241281500002
17,982.3248272499999
18,982.5328906499999
19,982.5646915999998
20,982.6097055
21,982.5744786500002
22,982.306115
23,982.6744537500001
24,982.7796874999998
25,982.9034337
26,982.6101625999997
27,982.65235785
28,982.7187723499999
29,982.6326566999999
30,982.7453974499998
31,982.5581215999998
32,982.7201653999997
33,982.6304186500001
34,982.6303453000003
35,982.9390527000002
36,982.9934720500002
37,982.9863798999999
38,983.0945356
39,982.9613917999998
40,982.9130243000002
41,982.886218
42,983.0603275999998
43,982.8756183000002
44,982.7705712499999
45,983.1570113999999
46,982.8959497
47,982.9230845999998
48,983.2206884499999
49,983.1033778000001
50,983.4830421999998
51,983.9898454499998
52,983.2187641500002
53,983.7512546999999
54,984.3999163999999
55,982.8061732
56,983.34876595
57,982.8203300999998
58,982.9901610500001
59,989.8671709500001
60,992.5732073500001
61,989.6414848500001
62,983.4614224999998
63,985.39940725
64,983.1419470499999
65,984.7790859999999
66,985.4564549500001
67,987.6894806999999
68,983.9419512000001
69,983.2241924500001
70,985.67517565
71,988.1004651000001
72,989.9344314000002
73,994.3286701999999
74,984.7029106499998
75,992.9330433000001
76,985.2074481999998
77,983.2182591499999
78,986.8551235499999
79,990.2379936
80,988.3856580500002
