1,982.3848382499998
2,982.4809574499999
3,982.9611766
4,982.5641112000005
5,982.6040499999999
6,982.5479518
7,982.7425242000002
8,982.7218163
9,982.6061862500001
10,982.6275312999999
11,982.5866482500002
12,982.5375517
13,982.6847009999998
14,982.7720668
15,982.65823755
16,982.5792841000002
17,982.54755435
18,982.6857275
19,983.1324327999998
20,982.71010575
21,982.7322828
22,982.5523870000001
23,982.5788288
24,983.1532029
25,982.8467175500002
26,982.810001
27,982.7930018000004
28,982.9214821499997
29,982.8391475000001
30,982.8646585500003
31,982.7432873000001
32,982.9447640000001
33,982.77688385
34,982.7845729500001
35,983.14523695
36,983.1498255499998
37,983.1451107500001
38,983.1927944000001
39,983.10456835
40,983.0745902000002
41,983.0820488000002
42,983.09525925
43,983.1075645499998
44,982.99493925
45,983.2971783
46,983.0365613
47,982.99097815
48,983.0714422000003
49,983.2453714999998
50,983.6443739000002
51,984.3409152999999
52,983.1942409
53,983.8549941500002
54,984.4971838499998
55,983.05770745
56,983.4019998499998
57,982.9527993499999
58,983.1087730500001
59,990.0068756000001
60,993.1465407
61,989.8479897499999
62,983.7294128500001
63,985.3026819999999
64,983.2975741000002
65,984.8563823999997
66,985.4932392499999
67,987.9864863500001
68,983.9253969499999
69,983.54548485
70,986.5019538999999
71,987.9146377500001
72,989.9898590999999
73,994.2009787499999
74,984.8041580000001
75,993.3186680000002
76,985.5298559500001
77,983.4374616499999
78,986.9844613500002
79,990.6477939499997
80,988.2829041000001
